holiday,temp,rain_1h,snow_1h,clouds_all,traffic_volume,is_weekday,week_of_year,time,weather__Clear,weather__Clouds,weather__Drizzle,weather__Fog,weather__Haze,weather__Mist,weather__Rain,weather__Smoke,weather__Snow,weather__Squall,weather__Thunderstorm
0,267.71,0.0,0.0,90,1596,0,4,19,0,1,0,0,0,0,0,0,0,0,0
0,267.98,0.0,0.0,90,1408,0,4,20,0,1,0,0,0,0,0,0,0,0,0
0,268.25,0.0,0.0,90,1030,0,4,22,0,1,0,0,0,0,0,0,0,0,0
0,268.26,0.0,0.0,90,692,0,4,23,0,1,0,0,0,0,0,0,0,0,0
0,268.32,0.0,0.0,75,383,1,5,0,0,1,0,0,0,0,0,0,0,0,0
0,268.49,0.0,0.0,90,273,1,5,1,0,1,0,0,0,0,0,0,0,0,0
0,268.6,0.0,0.0,40,261,1,5,2,0,1,0,0,0,0,0,0,0,0,0
0,268.53,0.0,0.0,20,334,1,5,3,0,1,0,0,0,0,0,0,0,0,0
0,269.6,0.0,0.0,90,2474,1,5,5,0,1,0,0,0,0,0,0,0,0,0
0,269.94,0.0,0.0,90,5198,1,5,6,0,1,0,0,0,0,0,0,0,0,0
0,271.13,0.0,0.0,90,5565,1,5,8,0,1,0,0,0,0,0,0,0,0,0
0,272.07,0.0,0.0,90,4410,1,5,9,0,1,0,0,0,0,0,0,0,0,0
0,273.13,0.0,0.0,90,4033,1,5,11,0,1,0,0,0,0,0,0,0,0,0
0,273.37,0.0,0.0,90,4368,1,5,12,0,0,0,0,0,0,1,0,0,0,0
0,272.85,0.0,0.0,90,4799,1,5,14,0,0,0,0,0,1,0,0,0,0,0
0,272.85,0.0,0.0,90,4799,1,5,14,0,0,0,0,0,0,0,0,1,0,0
0,272.85,0.0,0.0,90,4799,1,5,14,0,0,0,0,0,0,0,0,1,0,0
0,272.71,0.0,0.0,90,5708,1,5,17,0,0,0,0,0,0,0,0,1,0,0
0,272.71,0.0,0.0,90,5708,1,5,17,0,0,0,0,0,1,0,0,0,0,0
0,272.55,0.0,0.0,90,2460,1,5,20,0,0,0,0,0,0,0,0,1,0,0
0,272.55,0.0,0.0,90,2460,1,5,20,0,0,0,0,0,1,0,0,0,0,0
0,272.55,0.0,0.0,90,2460,1,5,20,0,0,0,0,0,0,1,0,0,0,0
0,272.37,0.0,0.0,91,434,1,5,0,0,1,0,0,0,0,0,0,0,0,0
0,273.05,0.0,0.0,90,370,1,5,1,0,0,0,0,0,1,0,0,0,0,0
0,273.15,0.0,0.0,90,243,1,5,2,0,0,0,0,0,1,0,0,0,0,0
0,272.59,0.0,0.0,98,340,1,5,3,0,1,0,0,0,0,0,0,0,0,0
0,272.94,0.0,0.0,90,2608,1,5,5,0,0,0,0,0,1,0,0,0,0,0
0,272.94,0.0,0.0,90,2608,1,5,5,0,0,0,0,0,0,0,0,1,0,0
0,272.94,0.0,0.0,90,5646,1,5,6,0,0,0,0,0,1,0,0,0,0,0
0,272.94,0.0,0.0,90,6945,1,5,7,0,0,0,0,0,1,0,0,0,0,0
0,273.04,0.0,0.0,90,6060,1,5,8,0,0,0,0,0,1,0,0,0,0,0
0,273.56,0.0,0.0,90,5100,1,5,9,0,0,0,0,0,1,0,0,0,0,0
0,273.82,0.0,0.0,90,4389,1,5,10,0,1,0,0,0,0,0,0,0,0,0
0,274.12,0.0,0.0,90,4462,1,5,11,0,1,0,0,0,0,0,0,0,0,0
0,274.48,0.0,0.0,90,4739,1,5,12,0,1,0,0,0,0,0,0,0,0,0
0,274.8,0.0,0.0,90,4683,1,5,13,0,1,0,0,0,0,0,0,0,0,0
0,274.74,0.0,0.0,90,5061,1,5,14,0,1,0,0,0,0,0,0,0,0,0
0,274.69,0.0,0.0,90,5693,1,5,15,0,1,0,0,0,0,0,0,0,0,0
0,273.98,0.0,0.0,90,6617,1,5,16,0,1,0,0,0,0,0,0,0,0,0
0,273.58,0.0,0.0,90,6139,1,5,17,0,1,0,0,0,0,0,0,0,0,0
0,273.02,0.0,0.0,90,4679,1,5,18,0,1,0,0,0,0,0,0,0,0,0
0,272.24,0.0,0.0,90,3121,1,5,19,0,1,0,0,0,0,0,0,0,0,0
0,271.42,0.0,0.0,90,2686,1,5,20,0,1,0,0,0,0,0,0,0,0,0
0,271.22,0.0,0.0,90,2734,1,5,21,0,1,0,0,0,0,0,0,0,0,0
0,271.12,0.0,0.0,90,3839,1,5,22,0,1,0,0,0,0,0,0,0,0,0
0,270.76,0.0,0.0,90,1242,1,5,23,0,1,0,0,0,0,0,0,0,0,0
0,270.15,0.0,0.0,90,605,1,5,0,0,1,0,0,0,0,0,0,0,0,0
0,269.49,0.0,0.0,90,389,1,5,1,0,1,0,0,0,0,0,0,0,0,0
0,268.82,0.0,0.0,90,261,1,5,2,0,1,0,0,0,0,0,0,0,0,0
0,268.49,0.0,0.0,40,337,1,5,3,0,0,0,0,0,0,0,0,1,0,0
0,268.58,0.0,0.0,20,747,1,5,4,0,1,0,0,0,0,0,0,0,0,0
0,268.66,0.0,0.0,75,2533,1,5,5,0,1,0,0,0,0,0,0,0,0,0
0,267.15,0.0,0.0,90,5348,1,5,6,0,1,0,0,0,0,0,0,0,0,0
0,260.0,0.0,0.0,100,5330,1,5,8,0,1,0,0,0,0,0,0,0,0,0
0,260.59,0.0,0.0,100,5410,1,5,9,0,1,0,0,0,0,0,0,0,0,0
0,260.59,0.0,0.0,100,4403,1,5,10,0,1,0,0,0,0,0,0,0,0,0
0,260.59,0.0,0.0,100,4543,1,5,11,0,1,0,0,0,0,0,0,0,0,0
0,261.53,0.0,0.0,100,4962,1,5,13,0,1,0,0,0,0,0,0,0,0,0
0,261.53,0.0,0.0,100,5303,1,5,14,0,1,0,0,0,0,0,0,0,0,0
0,258.75,0.0,0.0,99,5679,1,5,15,0,1,0,0,0,0,0,0,0,0,0
0,258.75,0.0,0.0,99,6485,1,5,16,0,1,0,0,0,0,0,0,0,0,0
0,258.75,0.0,0.0,99,6312,1,5,17,0,1,0,0,0,0,0,0,0,0,0
0,254.84,0.0,0.0,98,4334,1,5,18,0,1,0,0,0,0,0,0,0,0,0
0,254.84,0.0,0.0,98,3059,1,5,19,0,1,0,0,0,0,0,0,0,0,0
0,254.84,0.0,0.0,98,2787,1,5,20,0,1,0,0,0,0,0,0,0,0,0
0,253.77,0.0,0.0,99,2545,1,5,21,0,1,0,0,0,0,0,0,0,0,0
0,253.77,0.0,0.0,99,2040,1,5,22,0,1,0,0,0,0,0,0,0,0,0
0,253.77,0.0,0.0,99,1130,1,5,23,0,1,0,0,0,0,0,0,0,0,0
0,252.77,0.0,0.0,100,627,1,5,0,0,1,0,0,0,0,0,0,0,0,0
0,252.77,0.0,0.0,100,378,1,5,1,0,1,0,0,0,0,0,0,0,0,0
0,252.77,0.0,0.0,100,291,1,5,2,0,1,0,0,0,0,0,0,0,0,0
0,250.91,0.0,0.0,100,347,1,5,3,0,1,0,0,0,0,0,0,0,0,0
0,250.91,0.0,0.0,100,638,1,5,4,0,1,0,0,0,0,0,0,0,0,0
0,250.91,0.0,0.0,100,2337,1,5,5,0,1,0,0,0,0,0,0,0,0,0
0,249.91,0.0,0.0,100,5110,1,5,6,0,1,0,0,0,0,0,0,0,0,0
0,249.91,0.0,0.0,100,6681,1,5,7,0,1,0,0,0,0,0,0,0,0,0
0,249.91,0.0,0.0,100,5948,1,5,8,0,1,0,0,0,0,0,0,0,0,0
0,252.13,0.0,0.0,99,4996,1,5,9,0,1,0,0,0,0,0,0,0,0,0
0,252.13,0.0,0.0,99,4461,1,5,10,0,1,0,0,0,0,0,0,0,0,0
0,252.13,0.0,0.0,99,4929,1,5,11,0,1,0,0,0,0,0,0,0,0,0
0,253.33,0.0,0.0,85,5246,1,5,12,0,1,0,0,0,0,0,0,0,0,0
0,253.33,0.0,0.0,85,5201,1,5,13,0,1,0,0,0,0,0,0,0,0,0
0,253.33,0.0,0.0,85,5518,1,5,14,0,1,0,0,0,0,0,0,0,0,0
0,251.77,0.0,0.0,83,6037,1,5,15,0,1,0,0,0,0,0,0,0,0,0
0,251.77,0.0,0.0,83,5971,1,5,16,0,1,0,0,0,0,0,0,0,0,0
0,251.77,0.0,0.0,83,4909,1,5,17,0,1,0,0,0,0,0,0,0,0,0
0,250.24,0.0,0.0,70,4053,1,5,18,0,1,0,0,0,0,0,0,0,0,0
0,250.24,0.0,0.0,70,2945,1,5,19,0,1,0,0,0,0,0,0,0,0,0
0,250.24,0.0,0.0,70,2547,1,5,20,0,1,0,0,0,0,0,0,0,0,0
0,249.69,0.0,0.0,59,2396,1,5,21,0,1,0,0,0,0,0,0,0,0,0
0,249.69,0.0,0.0,59,2320,1,5,22,0,1,0,0,0,0,0,0,0,0,0
0,251.23,0.0,0.0,84,1517,1,5,23,0,1,0,0,0,0,0,0,0,0,0
0,250.14,0.0,0.0,89,945,0,5,0,0,1,0,0,0,0,0,0,0,0,0
0,250.14,0.0,0.0,89,580,0,5,1,0,1,0,0,0,0,0,0,0,0,0
0,246.04,0.0,0.0,20,472,0,5,2,0,1,0,0,0,0,0,0,0,0,0
0,244.82,0.0,0.0,11,354,0,5,3,0,1,0,0,0,0,0,0,0,0,0
0,244.82,0.0,0.0,11,417,0,5,4,0,1,0,0,0,0,0,0,0,0,0
0,244.82,0.0,0.0,11,678,0,5,5,0,1,0,0,0,0,0,0,0,0,0
0,245.7,0.0,0.0,0,1198,0,5,6,1,0,0,0,0,0,0,0,0,0,0
0,245.7,0.0,0.0,0,1909,0,5,7,1,0,0,0,0,0,0,0,0,0,0
0,245.7,0.0,0.0,0,2689,0,5,8,1,0,0,0,0,0,0,0,0,0,0
0,250.41,0.0,0.0,3,3438,0,5,9,1,0,0,0,0,0,0,0,0,0,0
0,250.41,0.0,0.0,3,3885,0,5,10,1,0,0,0,0,0,0,0,0,0,0
0,250.41,0.0,0.0,3,4420,0,5,11,1,0,0,0,0,0,0,0,0,0,0
0,254.46,0.0,0.0,56,4907,0,5,12,0,1,0,0,0,0,0,0,0,0,0
0,254.46,0.0,0.0,56,4901,0,5,13,0,1,0,0,0,0,0,0,0,0,0
0,254.46,0.0,0.0,56,4684,0,5,14,0,1,0,0,0,0,0,0,0,0,0
0,255.98,0.0,0.0,77,4760,0,5,15,0,1,0,0,0,0,0,0,0,0,0
0,255.98,0.0,0.0,77,4763,0,5,16,0,1,0,0,0,0,0,0,0,0,0
0,255.98,0.0,0.0,77,4471,0,5,17,0,1,0,0,0,0,0,0,0,0,0
0,256.67,0.0,0.0,85,4113,0,5,18,0,1,0,0,0,0,0,0,0,0,0
0,256.67,0.0,0.0,85,3440,0,5,19,0,1,0,0,0,0,0,0,0,0,0
0,256.67,0.0,0.0,85,2768,0,5,20,0,1,0,0,0,0,0,0,0,0,0
0,256.44,0.0,0.0,93,2390,0,5,21,0,1,0,0,0,0,0,0,0,0,0
0,256.44,0.0,0.0,93,2752,0,5,22,0,1,0,0,0,0,0,0,0,0,0
0,256.44,0.0,0.0,93,2258,0,5,23,0,1,0,0,0,0,0,0,0,0,0
0,254.44,0.0,0.0,98,1103,0,5,0,0,1,0,0,0,0,0,0,0,0,0
0,254.44,0.0,0.0,98,730,0,5,1,0,1,0,0,0,0,0,0,0,0,0
0,252.74,0.0,0.0,100,579,0,5,2,0,1,0,0,0,0,0,0,0,0,0
0,249.51,0.0,0.0,88,338,0,5,3,0,1,0,0,0,0,0,0,0,0,0
0,249.51,0.0,0.0,88,255,0,5,4,0,1,0,0,0,0,0,0,0,0,0
0,249.51,0.0,0.0,88,425,0,5,5,0,1,0,0,0,0,0,0,0,0,0
0,249.75,0.0,0.0,40,720,0,5,6,0,1,0,0,0,0,0,0,0,0,0
0,250.33,0.0,0.0,67,1080,0,5,7,0,1,0,0,0,0,0,0,0,0,0
0,250.33,0.0,0.0,67,1630,0,5,8,0,1,0,0,0,0,0,0,0,0,0
0,254.67,0.0,0.0,59,2428,0,5,9,0,1,0,0,0,0,0,0,0,0,0
0,254.67,0.0,0.0,59,3230,0,5,10,0,1,0,0,0,0,0,0,0,0,0
0,254.67,0.0,0.0,59,3555,0,5,11,0,1,0,0,0,0,0,0,0,0,0
0,257.31,0.0,0.0,91,3676,0,5,12,0,1,0,0,0,0,0,0,0,0,0
0,258.59,0.0,0.0,91,4072,0,5,13,0,1,0,0,0,0,0,0,0,0,0
0,258.59,0.0,0.0,91,4178,0,5,14,0,1,0,0,0,0,0,0,0,0,0
0,257.01,0.0,0.0,93,4148,0,5,15,0,1,0,0,0,0,0,0,0,0,0
0,257.01,0.0,0.0,93,4665,0,5,16,0,1,0,0,0,0,0,0,0,0,0
0,257.01,0.0,0.0,93,3536,0,5,17,0,1,0,0,0,0,0,0,0,0,0
0,271.15,0.0,0.0,90,2196,0,5,18,0,0,0,0,0,0,0,0,1,0,0
0,258.9,0.0,0.0,98,1656,0,5,20,0,1,0,0,0,0,0,0,0,0,0
0,258.4,0.0,0.0,97,1566,0,5,21,0,1,0,0,0,0,0,0,0,0,0
0,258.4,0.0,0.0,97,2658,0,5,22,0,1,0,0,0,0,0,0,0,0,0
0,258.4,0.0,0.0,97,1068,0,5,23,0,1,0,0,0,0,0,0,0,0,0
0,257.16,0.0,0.0,62,522,1,6,0,0,1,0,0,0,0,0,0,0,0,0
0,257.16,0.0,0.0,62,285,1,6,1,0,1,0,0,0,0,0,0,0,0,0
0,255.52,0.0,0.0,58,265,1,6,2,0,1,0,0,0,0,0,0,0,0,0
0,253.88,0.0,0.0,32,352,1,6,3,0,1,0,0,0,0,0,0,0,0,0
0,253.88,0.0,0.0,32,742,1,6,4,0,1,0,0,0,0,0,0,0,0,0
0,253.88,0.0,0.0,32,2327,1,6,5,0,1,0,0,0,0,0,0,0,0,0
0,254.15,0.0,0.0,4,4897,1,6,6,1,0,0,0,0,0,0,0,0,0,0
0,254.15,0.0,0.0,4,5884,1,6,7,1,0,0,0,0,0,0,0,0,0,0
0,254.33,0.0,0.0,0,4790,1,6,8,1,0,0,0,0,0,0,0,0,0,0
0,258.34,0.0,0.0,5,5463,1,6,9,1,0,0,0,0,0,0,0,0,0,0
0,258.34,0.0,0.0,5,4141,1,6,10,1,0,0,0,0,0,0,0,0,0,0
0,258.34,0.0,0.0,5,4195,1,6,11,1,0,0,0,0,0,0,0,0,0,0
0,260.55,0.0,0.0,38,4506,1,6,12,0,1,0,0,0,0,0,0,0,0,0
0,261.93,0.0,0.0,83,4416,1,6,13,0,1,0,0,0,0,0,0,0,0,0
0,261.93,0.0,0.0,83,4882,1,6,14,0,1,0,0,0,0,0,0,0,0,0
0,261.23,0.0,0.0,90,5430,1,6,15,0,1,0,0,0,0,0,0,0,0,0
0,261.23,0.0,0.0,90,6316,1,6,16,0,1,0,0,0,0,0,0,0,0,0
0,261.23,0.0,0.0,90,6067,1,6,17,0,1,0,0,0,0,0,0,0,0,0
0,260.74,0.0,0.0,99,4454,1,6,18,0,1,0,0,0,0,0,0,0,0,0
0,260.74,0.0,0.0,99,2912,1,6,19,0,1,0,0,0,0,0,0,0,0,0
0,260.74,0.0,0.0,99,2519,1,6,20,0,1,0,0,0,0,0,0,0,0,0
0,259.93,0.0,0.0,97,2083,1,6,21,0,1,0,0,0,0,0,0,0,0,0
0,259.93,0.0,0.0,97,1396,1,6,22,0,1,0,0,0,0,0,0,0,0,0
0,259.93,0.0,0.0,97,909,1,6,23,0,1,0,0,0,0,0,0,0,0,0
0,258.13,0.0,0.0,99,326,1,6,1,0,1,0,0,0,0,0,0,0,0,0
0,259.24,0.0,0.0,100,243,1,6,2,0,1,0,0,0,0,0,0,0,0,0
0,255.78,0.0,0.0,77,326,1,6,3,0,1,0,0,0,0,0,0,0,0,0
0,255.78,0.0,0.0,77,747,1,6,4,0,1,0,0,0,0,0,0,0,0,0
0,255.78,0.0,0.0,77,2336,1,6,5,0,1,0,0,0,0,0,0,0,0,0
0,255.35,0.0,0.0,1,4591,1,6,6,1,0,0,0,0,0,0,0,0,0,0
0,254.16,0.0,0.0,2,5100,1,6,7,1,0,0,0,0,0,0,0,0,0,0
0,254.16,0.0,0.0,2,5523,1,6,8,1,0,0,0,0,0,0,0,0,0,0
0,257.88,0.0,0.0,1,5376,1,6,9,1,0,0,0,0,0,0,0,0,0,0
0,257.88,0.0,0.0,1,4364,1,6,10,1,0,0,0,0,0,0,0,0,0,0
0,257.88,0.0,0.0,1,4435,1,6,11,1,0,0,0,0,0,0,0,0,0,0
0,260.03,0.0,0.0,40,4680,1,6,12,0,1,0,0,0,0,0,0,0,0,0
0,261.27,0.0,0.0,44,4811,1,6,13,0,1,0,0,0,0,0,0,0,0,0
0,261.27,0.0,0.0,44,5064,1,6,14,0,1,0,0,0,0,0,0,0,0,0
0,259.72,0.0,0.0,56,6242,1,6,16,0,1,0,0,0,0,0,0,0,0,0
0,259.72,0.0,0.0,56,6235,1,6,17,0,1,0,0,0,0,0,0,0,0,0
0,261.72,0.0,0.0,81,4721,1,6,18,0,1,0,0,0,0,0,0,0,0,0
0,261.72,0.0,0.0,81,3200,1,6,19,0,1,0,0,0,0,0,0,0,0,0
0,261.72,0.0,0.0,81,2846,1,6,20,0,1,0,0,0,0,0,0,0,0,0
0,262.97,0.0,0.0,89,2372,1,6,21,0,1,0,0,0,0,0,0,0,0,0
0,262.97,0.0,0.0,89,1475,1,6,22,0,1,0,0,0,0,0,0,0,0,0
0,262.97,0.0,0.0,89,1013,1,6,23,0,1,0,0,0,0,0,0,0,0,0
0,263.19,0.0,0.0,100,526,1,6,0,0,1,0,0,0,0,0,0,0,0,0
0,266.48,0.0,0.0,98,294,1,6,1,0,1,0,0,0,0,0,0,0,0,0
0,267.12,0.0,0.0,90,271,1,6,2,0,1,0,0,0,0,0,0,0,0,0
0,267.12,0.0,0.0,75,315,1,6,3,0,1,0,0,0,0,0,0,0,0,0
0,268.0,0.0,0.0,75,774,1,6,4,0,0,0,0,0,0,0,0,1,0,0
0,268.06,0.0,0.0,90,2605,1,6,5,0,0,0,0,0,0,0,0,1,0,0
0,268.06,0.0,0.0,90,2605,1,6,5,0,0,0,0,0,1,0,0,0,0,0
0,269.01,0.0,0.0,90,6454,1,6,7,0,0,0,0,0,1,0,0,0,0,0
0,269.97,0.0,0.0,90,6531,1,6,8,0,0,0,0,0,1,0,0,0,0,0
0,270.55,0.0,0.0,90,4039,1,6,10,0,1,0,0,0,0,0,0,0,0,0
0,270.54,0.0,0.0,90,4034,1,6,11,0,1,0,0,0,0,0,0,0,0,0
0,270.52,0.0,0.0,75,4544,1,6,13,0,1,0,0,0,0,0,0,0,0,0
0,270.38,0.0,0.0,75,4995,1,6,14,0,1,0,0,0,0,0,0,0,0,0
0,269.82,0.0,0.0,40,5597,1,6,15,0,1,0,0,0,0,0,0,0,0,0
0,269.34,0.0,0.0,20,6393,1,6,16,0,1,0,0,0,0,0,0,0,0,0
0,267.73,0.0,0.0,1,6087,1,6,17,1,0,0,0,0,0,0,0,0,0,0
0,266.15,0.0,0.0,1,3281,1,6,19,1,0,0,0,0,0,0,0,0,0,0
0,261.02,0.0,0.0,85,1768,1,6,22,0,1,0,0,0,0,0,0,0,0,0
0,261.02,0.0,0.0,85,3022,1,6,23,0,1,0,0,0,0,0,0,0,0,0
0,259.1,0.0,0.0,40,384,1,6,1,0,1,0,0,0,0,0,0,0,0,0
0,259.1,0.0,0.0,40,372,1,6,2,0,1,0,0,0,0,0,0,0,0,0
0,257.92,0.0,0.0,32,761,1,6,4,0,1,0,0,0,0,0,0,0,0,0
0,257.92,0.0,0.0,32,2546,1,6,5,0,1,0,0,0,0,0,0,0,0,0
0,263.02,0.0,0.0,87,6274,1,6,7,0,1,0,0,0,0,0,0,0,0,0
0,263.02,0.0,0.0,87,6076,1,6,8,0,1,0,0,0,0,0,0,0,0,0
0,266.41,0.0,0.0,93,4444,1,6,10,0,1,0,0,0,0,0,0,0,0,0
0,266.41,0.0,0.0,93,4829,1,6,11,0,1,0,0,0,0,0,0,0,0,0
0,267.53,0.0,0.0,90,4995,1,6,13,0,0,0,0,1,0,0,0,0,0,0
0,268.4,0.0,0.0,90,5323,1,6,14,0,0,0,0,1,0,0,0,0,0,0
0,268.68,0.0,0.0,20,6497,1,6,16,0,0,0,0,1,0,0,0,0,0,0
0,268.17,0.0,0.0,90,6050,1,6,17,0,0,0,0,1,0,0,0,0,0,0
0,268.03,0.0,0.0,90,4432,1,6,18,0,1,0,0,0,0,0,0,0,0,0
0,268.17,0.0,0.0,1,3282,1,6,19,1,0,0,0,0,0,0,0,0,0,0
0,268.08,0.0,0.0,90,3019,1,6,20,0,0,0,0,1,0,0,0,0,0,0
0,268.4,0.0,0.0,90,3924,1,6,21,0,0,0,0,1,0,0,0,0,0,0
0,268.37,0.0,0.0,90,3310,1,6,22,0,0,0,0,1,0,0,0,0,0,0
0,268.63,0.0,0.0,90,1296,1,6,23,0,0,0,0,1,0,0,0,0,0,0
0,268.52,0.0,0.0,90,414,1,6,1,0,0,0,0,0,1,0,0,0,0,0
0,268.52,0.0,0.0,90,414,1,6,1,0,0,0,0,1,0,0,0,0,0,0
0,268.91,0.0,0.0,90,324,1,6,2,0,0,0,0,0,1,0,0,0,0,0
0,268.91,0.0,0.0,90,324,1,6,2,0,0,0,0,1,0,0,0,0,0,0
0,268.96,0.0,0.0,90,339,1,6,3,0,0,0,0,0,1,0,0,0,0,0
0,268.96,0.0,0.0,90,339,1,6,3,0,0,0,0,1,0,0,0,0,0,0
0,268.87,0.0,0.0,90,735,1,6,4,0,0,0,0,0,1,0,0,0,0,0
0,268.87,0.0,0.0,90,735,1,6,4,0,0,0,0,1,0,0,0,0,0,0
0,268.73,0.0,0.0,90,2391,1,6,5,0,0,0,0,0,1,0,0,0,0,0
0,268.73,0.0,0.0,90,2391,1,6,5,0,0,0,0,1,0,0,0,0,0,0
0,268.53,0.0,0.0,90,6710,1,6,7,0,0,0,0,0,1,0,0,0,0,0
0,268.63,0.0,0.0,90,5940,1,6,8,0,0,0,0,0,1,0,0,0,0,0
0,268.83,0.0,0.0,90,5044,1,6,9,0,0,0,0,0,1,0,0,0,0,0
0,268.73,0.0,0.0,90,4638,1,6,10,0,0,0,0,0,1,0,0,0,0,0
0,269.34,0.0,0.0,90,4974,1,6,11,0,0,0,0,1,0,0,0,0,0,0
0,269.34,0.0,0.0,90,4974,1,6,11,0,0,0,0,0,1,0,0,0,0,0
0,269.68,0.0,0.0,90,5312,1,6,13,0,0,0,0,0,1,0,0,0,0,0
0,269.68,0.0,0.0,90,5312,1,6,13,0,0,0,0,1,0,0,0,0,0,0
0,269.82,0.0,0.0,90,5642,1,6,14,0,0,0,0,1,0,0,0,0,0,0
0,269.82,0.0,0.0,90,5642,1,6,14,0,0,0,0,0,1,0,0,0,0,0
0,270.16,0.0,0.0,90,5858,1,6,15,0,1,0,0,0,0,0,0,0,0,0
0,270.25,0.0,0.0,90,6579,1,6,16,0,1,0,0,0,0,0,0,0,0,0
0,270.34,0.0,0.0,90,6095,1,6,17,0,1,0,0,0,0,0,0,0,0,0
0,270.21,0.0,0.0,90,4831,1,6,18,0,1,0,0,0,0,0,0,0,0,0
0,270.02,0.0,0.0,90,3621,1,6,19,0,1,0,0,0,0,0,0,0,0,0
0,269.89,0.0,0.0,90,2931,1,6,20,0,1,0,0,0,0,0,0,0,0,0
0,269.47,0.0,0.0,90,2861,1,6,21,0,1,0,0,0,0,0,0,0,0,0
0,269.59,0.0,0.0,90,3112,1,6,22,0,1,0,0,0,0,0,0,0,0,0
0,269.19,0.0,0.0,90,1856,1,6,23,0,1,0,0,0,0,0,0,0,0,0
0,268.93,0.0,0.0,90,721,0,6,1,0,1,0,0,0,0,0,0,0,0,0
0,269.11,0.0,0.0,90,525,0,6,2,0,1,0,0,0,0,0,0,0,0,0
0,268.49,0.0,0.0,90,426,0,6,4,0,1,0,0,0,0,0,0,0,0,0
0,267.43,0.0,0.0,90,730,0,6,5,0,1,0,0,0,0,0,0,0,0,0
0,266.74,0.0,0.0,20,1946,0,6,7,0,1,0,0,0,0,0,0,0,0,0
0,267.34,0.0,0.0,90,3001,0,6,8,0,0,0,0,1,0,0,0,0,0,0
0,267.8,0.0,0.0,20,4170,0,6,10,0,1,0,0,0,0,0,0,0,0,0
0,268.37,0.0,0.0,5,4383,0,6,11,1,0,0,0,0,0,0,0,0,0,0
0,269.27,0.0,0.0,1,4799,0,6,13,1,0,0,0,0,0,0,0,0,0,0
0,269.57,0.0,0.0,1,4710,0,6,14,1,0,0,0,0,0,0,0,0,0,0
0,269.21,0.0,0.0,1,4621,0,6,15,1,0,0,0,0,0,0,0,0,0,0
0,269.13,0.0,0.0,1,4880,0,6,16,1,0,0,0,0,0,0,0,0,0,0
0,268.41,0.0,0.0,1,4374,0,6,17,1,0,0,0,0,0,0,0,0,0,0
0,267.65,0.0,0.0,40,3972,0,6,18,0,1,0,0,0,0,0,0,0,0,0
0,267.23,0.0,0.0,40,3334,0,6,19,0,1,0,0,0,0,0,0,0,0,0
0,267.49,0.0,0.0,75,2768,0,6,20,0,1,0,0,0,0,0,0,0,0,0
0,268.22,0.0,0.0,90,3169,0,6,21,0,1,0,0,0,0,0,0,0,0,0
0,268.03,0.0,0.0,90,4198,0,6,22,0,1,0,0,0,0,0,0,0,0,0
0,268.88,0.0,0.0,90,1997,0,6,23,0,1,0,0,0,0,0,0,0,0,0
0,269.24,0.0,0.0,90,1230,0,6,0,0,1,0,0,0,0,0,0,0,0,0
0,269.41,0.0,0.0,90,721,0,6,1,0,1,0,0,0,0,0,0,0,0,0
0,269.19,0.0,0.0,90,605,0,6,2,0,1,0,0,0,0,0,0,0,0,0
0,269.64,0.0,0.0,90,348,0,6,3,0,1,0,0,0,0,0,0,0,0,0
0,269.65,0.0,0.0,90,299,0,6,4,0,1,0,0,0,0,0,0,0,0,0
0,269.74,0.0,0.0,90,456,0,6,5,0,1,0,0,0,0,0,0,0,0,0
0,269.93,0.0,0.0,90,901,0,6,7,0,0,0,0,1,0,0,0,0,0,0
0,270.21,0.0,0.0,90,1426,0,6,8,0,0,0,0,1,0,0,0,0,0,0
0,270.21,0.0,0.0,90,1426,0,6,8,0,0,0,0,0,1,0,0,0,0,0
0,270.4,0.0,0.0,90,1965,0,6,9,0,0,0,0,1,0,0,0,0,0,0
0,270.73,0.0,0.0,90,2146,0,6,10,0,0,0,0,1,0,0,0,0,0,0
0,271.14,0.0,0.0,90,2177,0,6,11,0,0,0,0,1,0,0,0,0,0,0
0,271.94,0.0,0.0,90,2059,0,6,13,0,0,0,0,1,0,0,0,0,0,0
0,272.32,0.0,0.0,90,2212,0,6,14,0,0,0,0,0,1,0,0,0,0,0
0,272.32,0.0,0.0,90,2212,0,6,14,0,0,0,0,1,0,0,0,0,0,0
0,272.6,0.0,0.0,90,2460,0,6,16,0,0,0,0,0,1,0,0,0,0,0
0,272.6,0.0,0.0,90,2460,0,6,16,0,0,0,0,1,0,0,0,0,0,0
0,272.46,0.0,0.0,90,2230,0,6,17,0,0,0,0,0,1,0,0,0,0,0
0,272.46,0.0,0.0,90,2230,0,6,17,0,0,0,0,1,0,0,0,0,0,0
0,271.98,0.0,0.0,90,1539,0,6,19,0,0,0,0,0,1,0,0,0,0,0
0,271.83,0.0,0.0,90,1330,0,6,20,0,0,0,0,0,1,0,0,0,0,0
0,271.6,0.0,0.0,90,1021,0,6,22,0,0,0,0,0,1,0,0,0,0,0
0,271.37,0.0,0.0,90,723,0,6,23,0,0,0,0,0,1,0,0,0,0,0
0,271.04,0.0,0.0,90,252,1,7,1,0,0,0,0,1,0,0,0,0,0,0
0,271.04,0.0,0.0,90,252,1,7,1,0,0,0,0,0,1,0,0,0,0,0
0,271.13,0.0,0.0,90,265,1,7,2,0,0,0,0,0,1,0,0,0,0,0
